HSK_Level,Simplified,Pinyin,Frequency,POS,Meanings
4,重量,zhòng liàng,5720,n,weight
4,量,liáng,2147,"n, v",to measure
4,针,zhēn,2990,"n, q",needle | pin | injection
4,针对,zhēn duì,1899,"p, v",to target | to focus on | to be aimed at or against
4,销售,xiāo shòu,1999,"vn, v","to sell | to market | sales (representative, agreement etc)"
4,锻炼,duàn liàn,3764,"v, vn",to toughen | to temper | to engage in physical exercise
4,镜头,jìng tóu,2581,n,camera lens | camera shot (in a movie etc) | scene
4,镜子,jìng zi,5015,n,mirror
4,长途,cháng tú,9492,"b, d",long distance
4,闪,Shǎn,2909,v,surname Shan
4,闪电,shǎn diàn,6256,"n, v",lightning
4,问候,wèn hòu,6124,"vn, v",to give one's respects | to send a greeting | (fig.) (coll.) to make offensive reference to (somebody dear to the person to whom one is speaking)
4,闹,nào,2160,"v, a",variant of 闹
4,闹钟,nào zhōng,9357,n,alarm clock
4,阅读,yuè dú,4349,"v, vn",to read | reading
4,阳台,yáng tái,6690,n,variant of 阳台
4,阵,zhèn,3920,"g, qt",disposition of troops | wave | spate
4,阶段,jiē duàn,1945,n,stage | section | phase
4,阻止,zǔ zhǐ,2318,"v, vn",to prevent | to block
4,阿姨,ā yí,4355,n,maternal aunt | step-mother | childcare worker
4,附近,fù jìn,1020,f,nearby; neighboring | (in the) vicinity (of); neighborhood
4,陆地,lù dì,11452,n,dry land (as opposed to the sea)
4,陆续,lù xù,12648,d,in turn | successively | one after the other
4,降,jiàng,2897,v,to drop | to fall | to come down
4,降价,jiàng jià,13945,"v, vn",to cut the price | to drive down the price | to get cheaper
4,降低,jiàng dī,3058,"v, vn",to reduce; to lower; to bring down
4,降温,jiàng wēn,11837,"v, vn",to become cooler | to lower the temperature | cooling
4,降落,jiàng luò,6858,"v, vn",to descend | to land
4,限制,xiàn zhì,2479,"v, vn",to restrict | to limit | to confine
4,随手,suí shǒu,12138,d,conveniently | without extra trouble | while doing it
4,隔,gé,3463,"v, g, vn",to separate | to partition | to stand or lie between
4,隔开,gé kāi,29275,,to separate
4,难免,nán miǎn,8428,v,hard to avoid | difficult to escape from | will inevitably
4,集合,jí hé,5571,"v, n",to gather; to assemble | (math.) set
4,零食,líng shí,8964,n,between-meal nibbles | snacks
4,青春,qīng chūn,4241,n,youth | youthfulness
4,非,Fēi,949,b,"abbr. for 洲, Africa"
4,面临,miàn lín,2363,v,to face sth; to be confronted with
4,面试,miàn shì,4005,"v, vn, n",to be interviewed (as a candidate) | interview
4,顶,dǐng,1623,"v, q, g, f",apex | crown of the head | top
4,项,Xiàng,837,q,surname Xiang
4,项目,xiàng mù,908,n,item | project | (sports) event
4,顺序,shùn xù,6178,n,sequence | order
4,预测,yù cè,3092,"v, vn",to forecast | to predict
4,预订,yù dìng,6551,"v, vn",to place an order | to book ahead
4,风俗,fēng sú,15849,n,social custom
4,风景,fēng jǐng,4068,n,scenery; landscape
4,风格,fēng gé,1644,n,style
4,食堂,shí táng,8754,n,dining hall; cafeteria
4,首,shǒu,662,"m, q, g","head | chief | first (occasion, thing etc)"
4,骨头,gǔ tou,5565,n,bone | moral character | bitterness
4,高价,gāo jià,12015,"n, d",high price
4,高尚,gāo shàng,7329,a,noble | lofty | refined
4,高潮,gāo cháo,4649,n,"high tide; high water | upsurge; peak of activity | climax (of a story, a competition etc)"
4,高铁,gāo tiě,25367,,high speed rail
4,鲜,xiǎn,6056,"a, g, ad",variant of 鲜
4,鲜明,xiān míng,10344,a,bright | clear-cut | distinct
4,鲜花,xiān huā,6737,n,flower | fresh flowers
4,黄瓜,huáng guā,10535,n,cucumber
4,黄金,huáng jīn,2676,n,gold | golden (opportunity) | prime (time)
4,黑暗,hēi àn,3217,"a, an",dark | darkly | darkness
4,默默,mò mò,7639,"d, z",in silence; not speaking
5,一下子,yī xià zi,4322,"mq, d",in a short while | all at once | all of a sudden
5,一口气,yī kǒu qì,12928,"d, n",one breath | in one breath | at a stretch
5,一句话,yī jù huà,2843,,in a word | in short
5,一向,yī xiàng,4429,d,always (previously) | a period of time in the recent past
5,一带,yī dài,6591,n,region | district
5,一旦,yī dàn,1323,"d, c","in case (sth happens) | if | once (sth happens, then...)"
5,一流,yī liú,5035,b,top quality | front ranking
5,一路,yī lù,2451,"mq, d",the whole journey | all the way | going the same way
5,一身,yī shēn,8569,n,whole body | from head to toe | single person
5,一辈子,yī bèi zi,2335,mq,(for) a lifetime
5,上下,shàng xià,4808,"f, n, m, v",up and down | top and bottom | old and young
5,上涨,shàng zhǎng,7924,"v, vn",to rise | to go up
5,上级,shàng jí,5572,n,higher authorities | superiors
5,不停,bù tíng,7370,"v, d",incessant
5,不免,bù miǎn,24642,d,inevitably
5,不利,bù lì,4288,a,unfavorable | disadvantageous | harmful
5,不幸,bù xìng,2784,"a, n, ad",misfortune | adversity | unfortunate
5,不得了,bù dé liǎo,8549,l,desperately serious | disastrous | extremely
5,不敢当,bù gǎn dāng,35004,v,lit. I dare not (accept the honor); fig. I don't deserve your praise | you flatter me
5,不时,bù shí,8547,d,from time to time | now and then | occasionally
5,不易,bù yì,17513,"a, ad",not easy to do sth | difficult | unchanging
5,不曾,bù céng,8242,d,hasn't yet | hasn't ever
5,不止,bù zhǐ,3921,v,incessantly | without end | more than
5,不耐烦,bù nài fán,13336,a,impatient | to lose patience
5,不能不,bù néng bù,10279,d,have to | cannot but
5,不良,bù liáng,4514,a,bad | harmful | unhealthy
5,不许,bù xǔ,3916,d,not to allow | must not | can't
5,不足,bù zú,2971,"v, an, a",insufficient | lacking | deficiency
5,不顾,bù gù,6927,v,in spite of; regardless of
5,丑,Chǒu,3841,"a, g",surname Chou
5,专利,zhuān lì,6388,n,patent | sth uniquely enjoyed (or possessed etc) by a certain group of people | monopoly
5,专辑,zhuān jí,3299,n,album | record (music) | special collection of printed or broadcast material
5,业务,yè wù,2972,n,business | professional work | service
5,丢,diū,1655,v,to lose | to put aside | to throw
5,两岸,liǎng àn,22338,n,bilateral | both shores | both sides
5,严厉,yán lì,5614,"a, ad",severe | strict
5,严肃,yán sù,3552,"a, ad, v",solemn | grave | serious
5,个儿,gè r,25731,n,size | height | stature
5,中央,zhōng yāng,1962,n,central | middle | center
5,中断,zhōng duàn,6613,"v, vn",to cut short | to break off | to discontinue
5,中毒,zhòng dú,5105,"v, vn",to be poisoned
5,中秋节,Zhōng qiū jié,44601,t,the Mid-Autumn Festival on 15th of 8th lunar month
5,中药,zhōng yào,22936,n,traditional Chinese medicine
5,丰收,fēng shōu,12806,"v, vn",bumper harvest
5,为主,wéi zhǔ,8724,v,to rely mainly on | to attach most importance to
5,为期,wéi qī,12047,v,(to be done) by (a certain date) | lasting (a certain time)
5,为止,wéi zhǐ,2138,u,until | (used in combination with words like 到 or 至 in constructs of the form 到...到...为止)
5,为难,wéi nán,7920,"v, a",to feel embarrassed or awkward | to make things difficult (for someone) | to find things difficult (to do or manage)
5,主体,zhǔ tǐ,14949,n,main part | bulk | body
5,主办,zhǔ bàn,10648,"v, vn",to organize | to host (a conference or sports event)
5,主导,zhǔ dǎo,7113,"n, v",leading | dominant | prevailing
5,主管,zhǔ guǎn,2737,"vn, n, v",in charge | responsible for | person in charge
5,主观,zhǔ guān,9403,"a, n",subjective
5,举动,jǔ dòng,5314,n,act | action | activity
5,之下,zhī xià,2749,f,under | beneath | less than
5,之中,zhī zhōng,1618,f,inside | among | in the midst of (doing sth)
5,之内,zhī nèi,3090,f,inside | within
5,之外,zhī wài,2066,f,outside | excluding
5,乘,Chéng,2982,"v, p",surname Cheng
5,乘坐,chéng zuò,5499,v,to ride (in a vehicle)
5,乘客,chéng kè,3284,n,passenger
5,乘车,chéng chē,11520,v,to ride (in a car or carriage) | to drive | to motor
5,乙,yǐ,7820,"m, Mg, n, g","second of the ten Heavenly Stems 干 | second in order | letter ""B"" or Roman ""II"" in list ""A, B, C"", or ""I, II, III"" etc"
5,也好,yě hǎo,4579,"y, d",that's fine | may as well | (reduplicated) regardless of whether ... or ...
5,乡,xiāng,5793,n,country or countryside | native place | home village or town
5,乡村,xiāng cūn,4094,n,rustic | village | countryside
5,书柜,shū guì,31619,n,bookcase
5,书桌,shū zhuō,17331,n,desk
5,书法,shū fǎ,15051,n,calligraphy | handwriting | penmanship
5,买卖,mǎi mài,3721,"vn, v, n",buying and selling | business | business transactions
5,争议,zhēng yì,6061,"vn, v",controversy | dispute | to dispute
5,二维码,èr wéi mǎ,1000000,,two-dimensional barcode | QR code
5,亏,kuī,8080,"v, vn, g",deficiency | deficit | luckily
5,亚军,yà jūn,11554,n,second place (in a sports contest) | runner-up
5,交代,jiāo dài,6862,"v, vn",to transfer (duties to sb else) | to give instructions; to tell (sb to do sth) | to explain; to give an account; to brief
5,产业,chǎn yè,4005,n,industry | estate | property
5,享受,xiǎng shòu,1102,"v, vn",to enjoy | to live it up | pleasure
5,人力,rén lì,7315,n,manpower | labor power
5,人士,rén shì,2129,n,person | figure | public figure
5,人物,rén wù,1410,n,"person; personage; figure (esp. sb of importance) | character (in a play, novel etc) | figure painting (as a genre of traditional Chinese painting)"
5,人间,rén jiān,5471,n,the human world | the earth
5,今日,jīn rì,3198,t,today
5,仍旧,réng jiù,7743,d,still (remaining) | to remain (the same) | yet
5,从中,cóng zhōng,5596,d,from within | therefrom
5,从而,cóng ér,4223,c,thus | thereby
5,仔细,zǐ xì,2274,"ad, a",careful; attentive; cautious | to be careful; to look out
5,代价,dài jià,3030,n,price | cost | consideration (in share dealing)
5,代理,dài lǐ,3966,"vn, v",to act on behalf of sb in a responsible position | to act as an agent or proxy | surrogate
5,令,líng,776,"v, g",used in 令 | used in 狐 (Taiwan pr. [lìng])
5,以便,yǐ biàn,4799,"d, c",so that | so as to | in order to
5,以往,yǐ wǎng,4084,t,in the past | formerly
5,价,jià,2258,n,price | value | (chemistry) valence
5,休闲,xiū xián,5276,"vn, v",leisure | relaxation | not working
5,众多,zhòng duō,4607,m,numerous
5,优先,yōu xiān,4732,"v, vn",to have priority | to take precedence
5,优惠,yōu huì,6443,"vn, v",privilege | favorable (terms) | preferential (treatment)
5,会谈,huì tán,6237,"v, vn",talks | discussions
5,传真,chuán zhēn,6784,"n, v",fax | facsimile
5,传达,chuán dá,6241,"v, vn",to pass on | to convey | to relay
5,传递,chuán dì,4948,"v, vn",to transmit; to pass on to sb else | (math.) transitive
5,估计,gū jì,1586,"v, vn",to estimate | to reckon | (coll.) to suppose
5,伸,shēn,4337,v,to stretch | to extend
5,低于,dī yú,6208,v,to be lower than
5,体力,tǐ lì,6132,n,physical strength | physical power
5,体积,tǐ jī,10883,n,volume | bulk
5,使得,shǐ de,2959,v,usable | workable | feasible
5,例外,lì wài,5594,"v, n",exception | to be an exception
5,依据,yī jù,4533,"n, p, v",according to | basis | foundation
5,依旧,yī jiù,4631,"z, d",as before | still
5,依法,yī fǎ,9449,d,legal (proceedings) | according to law
5,依照,yī zhào,8772,"p, v",according to | in light of
5,便于,biàn yú,13646,v,easy to; convenient for
5,便利,biàn lì,5991,"a, an, v, vn",convenient | easy | to facilitate
5,便条,biàn tiáo,33655,n,(informal) note
5,保养,bǎo yǎng,10030,"v, vn",to take good care of (or conserve) one's health | to keep in good repair | to maintain
5,保卫,bǎo wèi,5011,"v, vn",to defend | to safeguard
5,信念,xìn niàn,5379,n,faith | belief | conviction
5,信箱,xìn xiāng,10392,n,mailbox | post office box
5,修养,xiū yǎng,13316,n,accomplishment | training | self-cultivation
5,修复,xiū fù,4833,"v, vn",to restore; to renovate | (computing) to repair (a corrupted file etc)
5,修建,xiū jiàn,8670,"v, vn",to build | to construct
5,俱乐部,jù lè bù,1603,n,club (the organisation or its premises) (loanword)
5,倒是,dào shi,4297,"d, v",contrary to what one might expect | actually | contrariwise
5,倡导,chàng dǎo,14916,v,to advocate | to initiate | to propose
5,值班,zhí bān,7266,"v, vn",to work a shift | on duty
5,停留,tíng liú,5875,"v, vn",to stay somewhere temporarily | to stop over
5,健全,jiàn quán,7565,"a, v",robust | sound
5,偶像,ǒu xiàng,3202,n,idol
5,偶尔,ǒu ěr,3731,"d, b",occasionally | once in a while | sometimes
5,偶然,ǒu rán,5343,"a, ad",incidentally | occasional | occasionally
5,偷,tōu,1795,"v, d",to steal | to pilfer | to snatch
5,偷偷,tōu tōu,4590,d,stealthily | secretly | covertly
5,傻,shǎ,1197,"a, an",foolish
5,儿女,ér nu:3,10636,n,children; sons and daughters | a young man and a young woman (in love)
5,元旦,Yuán dàn,17634,t,New Year's Day
5,充足,chōng zú,6559,a,adequate | sufficient | abundant
5,先前,xiān qián,7581,t,before; previously
5,先后,xiān hòu,9452,d,early or late | priority | in succession
5,光线,guāng xiàn,7080,n,light ray | light | illumination
5,光荣,guāng róng,5045,"a, ad, an",honor and glory | glorious
5,兔,tù,4413,g,variant of 兔
5,入门,rù mén,14461,"v, vn",entrance door | to enter a door | introduction (to a subject)
5,全世界,quán shì jiè,2337,n,worldwide | entire world
5,全都,quán dōu,3132,d,all | without exception
5,公告,gōng gào,6445,"n, v",post | announcement
5,公式,gōng shì,10474,n,formula
5,公正,gōng zhèng,3881,"a, ad, an",just; fair; equitable
5,公认,gōng rèn,10650,v,publicly known (to be) | accepted (as)
5,共享,gòng xiǎng,5789,"v, vn",to share | to enjoy together
5,共计,gòng jì,19358,v,to sum up to | to total
5,关怀,guān huái,8489,"vn, v",care | solicitude | to show care for
5,关键,guān jiàn,1131,"n, a",crucial point | crux | key
5,其,qí,539,"r, u",his | her | its
5,典礼,diǎn lǐ,5455,n,celebration | ceremony
5,内在,nèi zài,6428,b,inner | internal | intrinsic
5,册,cè,8165,"q, g",book | booklet | classifier for books
5,再也,zài yě,6773,d,(not) any more
5,再次,zài cì,983,"d, c",one more time | again | one more
5,冒,mào,2381,v,old variant of 冒
5,军人,jūn rén,4817,n,serviceman | soldier | military personnel
5,农产品,nóng chǎn pǐn,17202,n,agricultural produce
5,冠军,guàn jūn,1133,n,champion
5,冲动,chōng dòng,3849,"an, a",to have an urge | to be impetuous | impulse
5,冲突,chōng tū,3227,"vn, v",conflict | to conflict | clash of opposing forces
5,决不,jué bù,4618,d,not at all | simply (can) not
5,冻,dòng,3883,v,to freeze | to feel very cold | aspic or jelly
5,减轻,jiǎn qīng,4747,v,to lighten | to ease | to alleviate
5,凭,píng,2277,"p, v",variant of 凭
5,出于,chū yú,3703,v,due to | to stem from
5,出差,chū chāi,7087,"v, vn",to go on an official or business trip
5,出汗,chū hàn,15744,,to perspire | to sweat
5,出版,chū bǎn,2994,"v, vn",to publish
5,分享,fēn xiǎng,1375,"v, vn",to share (let others have some of sth good)
5,分成,fēn chéng,6386,"v, vn",to divide (into) | to split a bonus | to break into
5,分析,fēn xī,1101,"v, vn",to analyze | analysis
5,分离,fēn lí,3769,"v, vn",to separate
5,分类,fēn lèi,6516,"vn, v",to classify
5,分解,fēn jiě,8050,"v, vn",to resolve | to decompose | to break down
5,划分,huà fēn,10875,"v, vn",to divide up | to partition | to differentiate
5,创立,chuàng lì,10611,"v, vn",to establish | to set up | to found
5,初期,chū qī,8971,f,initial stage | beginning period
5,利润,lì rùn,3776,n,profits
5,到来,dào lái,2807,"v, vn",to arrive | arrival; advent
5,制成,zhì chéng,8912,v,to manufacture | to turn out (a product)
5,制约,zhì yuē,13919,"vn, v",to restrict | condition
5,前提,qián tí,4669,n,premise | precondition | prerequisite
5,前景,qián jǐng,6776,n,foreground | vista | (future) prospects
5,剧本,jù běn,4455,n,"script for play, opera, movie etc | screenplay | scenario"
5,剩,shèng,2453,v,to remain | to be left | to have as remainder
5,剩下,shèng xià,1847,v,to remain; to be left over
5,剪,Jiǎn,3012,"v, g, vn",surname Jian
5,剪刀,jiǎn dāo,9563,n,scissors
5,剪子,jiǎn zi,29894,n,clippers | scissors | shears
5,劝,quàn,3745,v,to advise | to urge | to try to persuade
5,加上,jiā shàng,1687,v,plus | to put in | to add
5,加以,jiā yǐ,7365,v,in addition | moreover | (used before a disyllabic verb to indicate that the action of the verb is applied to sth or sb previously mentioned)
5,加热,jiā rè,8463,"v, vn",to heat
5,加速,jiā sù,3588,"v, vn",to speed up | to expedite
5,动员,dòng yuán,10037,"v, vn",to mobilize | mobilization
5,动态,dòng tài,6636,n,movement | motion | development
5,动手,dòng shǒu,3357,"v, vn",to set about (a task) | to hit | to punch
5,动机,dòng jī,4386,n,motive; motivation
5,助手,zhù shǒu,5431,n,assistant; helper
5,助理,zhù lǐ,3755,n,assistant
5,劳动,láo dòng,4748,"vn, v",work | toil | physical labor
5,势力,shì li,5177,n,"power | influence | a force (military, political etc)"
5,勤奋,qín fèn,10815,"a, ad, an",hardworking | diligent
5,包围,bāo wéi,5295,"v, vn",to surround | to encircle | to hem in
5,包装,bāo zhuāng,4634,"n, v, vn",to pack | to package | to wrap
5,化石,huà shí,14429,n,fossil
5,北极,běi jí,13047,"n, ns",the North Pole; the Arctic Pole | the north magnetic pole
5,匹,pī,3794,"q, g",mate | one of a pair
5,区域,qū yù,1701,n,area | region | district
5,十足,shí zú,5146,"z, b",ample | complete | hundred percent
5,升高,shēng gāo,7541,"v, vn",to raise | to ascend
5,华语,Huá yǔ,13368,,Chinese language
5,协议,xié yì,1554,"n, v",agreement | pact | protocol
5,协议书,xié yì shū,16037,n,contract | protocol
5,单一,dān yī,10541,a,single | only | sole
5,南北,nán běi,11763,f,north and south | north to south
5,南极,nán jí,12056,ns,south pole
5,博士,bó shì,2425,n,doctor | court academician (in feudal China) | Ph.D.
5,博客,bó kè,5862,nz,blog (loanword) | weblog | blogger
5,博物馆,bó wù guǎn,4179,n,museum
5,博览会,bó lǎn huì,13075,n,exposition | international fair
5,占有,zhàn yǒu,7035,"v, vn",to have | to own | to hold
5,占领,zhàn lǐng,6042,"v, vn",to capture; to seize; to occupy by force
5,卧室,wò shì,4607,n,bedroom
5,卫星,wèi xīng,3342,n,satellite | moon
5,印刷,yìn shuā,8873,"vn, v",to print | printing
5,即使,jí shǐ,1004,c,even if; even though
5,厂长,chǎng zhǎng,34641,n,factory director
5,厅,tīng,3102,n,(reception) hall | living room | office
5,厉害,lì hai,1925,"a, an","(used to describe sb or sth that makes a very strong impression, whether favorable or unfavorable) terrible | intense | severe"
5,原先,yuán xiān,7083,"d, b",originally | original | former
5,原始,yuán shǐ,4929,a,first | original | primitive
5,原有,yuán yǒu,10932,"v, vn",original | former
5,原理,yuán lǐ,6978,n,principle | theory
5,厨房,chú fáng,3076,n,kitchen
5,叉,chā,7708,"n, v",fork | pitchfork | prong
5,叉子,chā zi,26304,n,fork
5,友谊,yǒu yì,3801,n,companionship | fellowship | friendship
5,双手,shuāng shǒu,3719,n,both hands
5,发射,fā shè,3022,"v, vn",to shoot (a projectile) | to fire (a rocket) | to launch
5,发布,fā bù,2711,"v, vn",to release | to issue | to announce
5,发行,fā xíng,3589,"v, vn","to publish | to issue (stocks, currency etc) | to release"
5,发觉,fā jué,5813,v,to become aware | to detect | to realize
5,受灾,shòu zāi,20703,"v, vn",disaster-stricken | to be hit by a natural calamity
5,变动,biàn dòng,7124,"vn, v",to change | to fluctuate | change
5,口号,kǒu hào,8137,n,slogan | catchphrase
5,古老,gǔ lǎo,5243,a,ancient | old | age-old
5,只不过,zhǐ bu guò,2500,d,only | merely | nothing but
5,只见,zhǐ jiàn,31932,v,"to see (the same thing) over and over again | to see, to one's surprise, (sth happen suddenly)"
5,可,kě,96,"v, c, d",(prefix) can; may; able to; -able | to approve; to permit | to suit
5,可怜,kě lián,1942,"v, a, vn",pitiful | pathetic | to have pity on
5,可惜,kě xī,2035,"v, a",it is a pity | what a pity | unfortunately
5,台风,tái fēng,8942,n,"stage presence, poise"
5,号召,hào zhào,11618,"v, vn",to call | to appeal
5,吃力,chī lì,16781,a,to entail strenuous effort | to toil at a task | strenuous
5,合并,hé bìng,4049,"v, vn",variant of 合并
5,合成,hé chéng,6398,"vn, v",to compose | to constitute | compound
5,后悔,hòu huǐ,2667,"v, vn, a",to regret; to feel remorse
5,吐,tǔ,1958,v,"to spit | to send out (silk from a silkworm, bolls from cotton flowers etc) | to say"
5,向上,xiàng shàng,6564,v,upward | up | to advance
5,向前,xiàng qián,4314,v,forward | onward
5,向导,xiàng dǎo,15744,n,guide
5,吓,hè,1856,v,to scare | to intimidate | to threaten
5,吨,dūn,4023,q,ton (loanword) | Taiwan pr. [dùn]
5,启事,qǐ shì,20158,n,"announcement (written, on billboard, letter, newspaper or website) | to post information | a notice"
5,启动,qǐ dòng,2012,"v, vn",to start (a machine) | (fig.) to set in motion | to launch (an operation)
5,启发,qǐ fā,7784,"v, vn",to enlighten | to explain (a text etc) | to stimulate (a mental attitude)
5,呆,dāi,1485,"v, a",foolish | stupid | expressionless
5,周期,zhōu qī,8079,n,period | cycle
5,命令,mìng lìng,2305,"n, v",order | command
5,咬,yǎo,2563,v,to bite | to nip
5,咳,hāi,7383,"v, e","sound of sighing | (interjection expressing surprise, sorrow, regret, disappointment etc) oh | damn"
5,品,pǐn,2922,"g, v",(bound form) article; commodity; product; goods | (bound form) grade; rank | kind; type; variety
5,品种,pǐn zhǒng,6332,n,breed | variety
5,唯一,wéi yī,426,"b, d",only; sole
5,商标,shāng biāo,7527,n,trademark | logo
5,喜剧,xǐ jù,5717,n,comedy
5,喷,pēn,3321,v,to puff | to spout | to spray
5,四周,sì zhōu,5269,"f, s",all around
5,回信,huí xìn,14440,"n, v",to reply | to write back | letter written in reply
5,回头,huí tóu,2717,"d, v, vn",to turn round; to turn one's head | later; by and by
5,回忆,huí yì,2055,"v, vn",to recall | memories
5,回报,huí bào,3116,"v, vn",(in) return | reciprocation | payback
5,回收,huí shōu,5818,"v, vn",to recycle | to reclaim | to retrieve
5,回避,huí bì,6113,"v, vn",variant of 回避
5,回顾,huí gù,4664,"v, vn",to look back | to review
5,因而,yīn ér,8979,c,therefore | as a result | thus
5,团长,tuán zhǎng,12279,n,regimental command | head of a delegation | group buy organizer; group-buying coordinator
5,园林,yuán lín,19734,n,gardens; park; landscape garden
5,困扰,kùn rǎo,4725,"v, vn",to perplex | to disturb | to cause complications
5,围绕,wéi rào,5297,v,to revolve around | to center on (an issue)
5,国民,guó mín,6147,n,nationals | citizens | people of a nation
5,国籍,guó jí,15414,n,nationality
5,土豆,tǔ dòu,5611,n,potato | (Tw) peanut
5,在内,zài nèi,5311,"u, v",(included) in it | among them
5,在场,zài chǎng,3230,"v, vn",to be present | to be on the scene
5,地带,dì dài,6317,n,zone
5,地形,dì xíng,11043,n,topography | terrain | landform
5,地震,dì zhèn,3938,n,earthquake
5,场面,chǎng miàn,4318,n,scene | spectacle | occasion
5,坚定,jiān dìng,4780,"a, v, ad",firm | steady | staunch
5,城里,chénglǐ,5758,s,In the city
5,基地,jī dì,1799,n,base (of operations) | industrial or military base | al-Qaeda
5,基金,jī jīn,1874,n,fund
5,堆,duī,2915,"q, v, k, n",to pile up | to heap up | a mass
5,墙壁,qiáng bì,7736,n,wall
5,增,zēng,4648,v,(bound form) to increase; to augment; to add to
5,增产,zēng chǎn,5858,,to increase production
5,增多,zēng duō,10203,"v, vn",to increase | to grow in number
5,增大,zēng dà,9149,"v, vn",to enlarge | to amplify | to magnify
5,增强,zēng qiáng,4471,"v, vn",to increase | to strengthen
5,声,shēng,577,"qv, g, n",sound | voice | tone
5,处分,chǔ fèn,13191,"n, v, vn",to discipline sb | to punish | disciplinary action
5,处在,chǔ zài,4708,v,to be situated at | to find oneself at
5,处罚,chǔ fá,5634,"vn, v",to penalize | to punish
5,外界,wài jiè,5695,n,the outside world | external
5,夜间,yè jiān,6232,"t, n",nighttime | evening or night (e.g. classes)
5,大事,dà shì,3503,n,major event | major political event (war or change of regime) | major social event (wedding or funeral)
5,大于,dà yú,9659,v,greater than; bigger than; more than
5,大伙儿,dà huǒ r,14629,r,erhua variant of 伙
5,大厅,dà tīng,3838,n,hall | lounge
5,大奖赛,dà jiǎng sài,14623,n,grand prix
5,大熊猫,dà xióng māo,21111,n,giant panda (Ailuropoda melanoleuca)
5,大纲,dà gāng,18973,n,synopsis | outline | program
5,大胆,dà dǎn,4565,"a, ad",brazen | audacious | outrageous
5,大脑,dà nǎo,3478,n,brain | cerebrum
5,大致,dà zhì,8369,"d, b",more or less; roughly; approximately
5,大象,dà xiàng,8819,n,elephant
5,大都,Dà dū,11743,ns,"Dadu, capital of China during the Yuan Dynasty (1280-1368), modern day Beijing"
5,天才,tiān cái,4429,"n, nr",talent | gift | genius
5,天文,tiān wén,18488,n,astronomy
5,天然气,tiān rán qì,9485,n,natural gas
5,太空,tài kōng,3689,s,outer space
5,失误,shī wù,4614,"vn, v",lapse | mistake | to make a mistake
5,夹,jiā,3693,v,to press from either side | to place in between | to sandwich
5,奖励,jiǎng lì,2746,"vn, v",to reward | reward (as encouragement)
5,女性,nu:3 xìng,1379,n,woman | the female sex
5,好运,hǎo yùn,2099,n,good luck
5,如下,rú xià,5960,"v, vn",as follows
5,如同,rú tóng,3867,v,like | as
5,如此,rú cǐ,493,r,like this; so; such
5,委托,wěi tuō,3172,"vn, v",to entrust | to trust | to commission
5,子弹,zǐ dàn,4136,n,bullet
5,存款,cún kuǎn,5825,"n, v",to deposit money (in a bank etc) | bank savings | bank deposit
5,学位,xué wèi,6034,n,academic degree | place in school
5,学科,xué kē,11598,n,subject | branch of learning | course
5,学者,xué zhě,5241,n,scholar
5,安慰,ān wèi,3563,"v, vn, an, a",to comfort | to console
5,完了,wán le,4189,v,to be finished | to be done for | ruined
5,实惠,shí huì,17421,"an, a",tangible benefit | material advantages | cheap
5,客厅,kè tīng,5646,n,drawing room (room for arriving guests) | living room
5,客户,kè hù,1095,n,client | customer
5,客气,kè qi,5093,"a, ad",polite | courteous | formal
5,害,hài,2616,"v, n, g",to do harm to | to cause trouble to | harm
5,宽度,kuān dù,17535,n,width
5,宾馆,bīn guǎn,4994,n,guesthouse | lodge | hotel
5,宿舍,sù shè,4045,n,dormitory | dorm room | living quarters
5,寸,cùn,4381,"q, g",a unit of length | inch | thumb
5,对应,duì yìng,9540,"v, vn",to correspond (to); to be equivalent to; to be a counterpart to
5,对立,duì lì,12725,"v, vn",to oppose | to set sth against | to be antagonistic to
5,寻求,xún qiú,3808,v,to seek; to look for
5,寿司,shòu sī,12454,,sushi
5,射,shè,1718,"v, vn",old variant of 射
5,射击,shè jī,5059,"v, vn",to shoot | to fire (a gun)
5,将,jiāng,100,"d, p, g",will | shall | to use
5,将要,jiāng yào,5958,d,will | shall | to be going to
5,尊敬,zūn jìng,4630,"v, vn",to respect; to revere; to esteem | honorable; distinguished (used on formal occasions before a term of address)
5,尊重,zūn zhòng,1926,"v, vn",to esteem | to respect | to honor
5,小偷儿,xiǎotōur5,147151,,Thief
5,尝,cháng,3212,v,to taste; to try (food) | to experience | (literary) ever; once
5,尝试,cháng shì,2262,"v, vn",to try; to attempt
5,尤其,yóu qí,2400,d,especially; particularly
5,尽可能,jǐn kě néng,4359,d,as far as possible | to do one's utmost
5,尽管,jǐn guǎn,1014,"c, d",despite | although | even though
5,局长,jú zhǎng,3038,n,bureau chief
5,局面,jú miàn,3509,n,aspect | phase | situation
5,层次,céng cì,6146,n,layer | level | gradation
5,居然,jū rán,1095,d,unexpectedly | to one's surprise | go so far as to
5,届,jiè,3211,q,to arrive at (place or time) | period | to become due
5,屋,wū,1984,n,(bound form) house | (bound form) room
5,展现,zhǎn xiàn,3124,v,to unfold before one's eyes; to emerge; to reveal; to display
5,展示,zhǎn shì,1798,"v, vn",to reveal; to display; to show; to exhibit
5,展览,zhǎn lǎn,5620,"vn, v",to put on display | to exhibit | exhibition
5,山区,shān qū,10416,n,mountain area
5,岁月,suì yuè,6038,n,years | time
5,岸,àn,6867,"n, g",variant of 岸
5,岸上,àn shàng,18516,s,ashore | on the riverbank
