simplified,vietnamese,pinyin,english,hsk_level
保,,Bǎo,Bulgaria; Bulgarian; abbr. for 保加利亚,3
保安,,bǎo ān,to ensure public security; to ensure safety (for workers engaged in production); public security; security guard,3
保持,,bǎo chí,to keep; to maintain; to hold; to preserve,3
保存,,bǎo cún,to conserve; to preserve; to keep; to save (a file etc) (computing),3
保护,,bǎo hù,to protect; to defend; to safeguard; protection,3
保留,,bǎo liú,to keep; to retain; to have reservations (about sth); to hold back (from saying sth); to put aside for later,3
保险,,bǎo xiǎn,insurance; to insure; safe; secure; be sure; be bound to,3
保证,,bǎo zhèng,guarantee; to guarantee; to ensure; to safeguard; to pledge,3
报,,bào,to announce; to inform; report; newspaper; recompense; revenge,3
报到,,bào dào,to report for duty; to check in; to register,3
报道,,bào dào,to report (news); report,3
报告,,bào gào,to inform; to report; to make known; report; speech; talk; lecture,3
北部,,běi bù,northern part,3
背后,,bèi hòu,behind; at the back; in the rear; behind sb's back,3
被,,bèi,"quilt; to cover (with); (literary) to suffer (a misfortune); used to indicate passive voice (placed before the doer of the action like ""by"" in English passive-voice sentences, or, if the doer is not mentioned, before the verb); (since c. 2009) (sarcastic or jocular) used to indicate that the following word should be regarded as being in air quotes (as in 被旅游 to ""go on a trip"", for example)",3
被子,,bèi zi,quilt,3
本来,,běn lái,original; originally; at first; it goes without saying; of course,3
本领,,běn lǐng,skill; ability; capability,3
本事,,běn shì,source material; original story,3
比较,,bǐ jiào,to compare; to contrast; comparatively; relatively; quite; comparison,3
比例,,bǐ lì,proportion; scale,3
比赛,,bǐ sài,competition (sports etc); match; to compete,3
必然,,bì rán,inevitable; certain; necessity,3
必要,,bì yào,necessary; essential; indispensable; required,3
变化,,biàn huà,(intransitive) to change; to vary; change; variation,3
变为,,biàn wéi,to change into,3
标题,,biāo tí,title; heading; headline; caption; subject,3
标准,,biāo zhǔn,standard; norm; criterion; (adjective) standard; good; correct; conforming to a standard,3
表达,,biǎo dá,to express; to convey,3
表格,,biǎo gé,form; table,3
表面,,biǎo miàn,surface; face; outside; appearance,3
表明,,biǎo míng,to make clear; to make known; to state clearly; to indicate; known,3
表现,,biǎo xiàn,to show; to show off; to display; to manifest; expression; manifestation; show; display; performance (at work etc); behavior,3
表演,,biǎo yǎn,play; show; performance; exhibition; to perform; to act; to demonstrate,3
并,,bìng,and; furthermore; also; together with; (not) at all; simultaneously; to combine; to join; to merge,3
并且,,bìng qiě,and; besides; moreover; furthermore; in addition,3
播出,,bō chū,to broadcast; to air (a TV program etc),3
播放,,bō fàng,to broadcast; to transmit (by radio or TV),3
补,,bǔ,to repair; to patch; to mend; to make up for; to fill (a vacancy); to supplement,3
补充,,bǔ chōng,to replenish; to supplement; to complement; additional; supplementary,3
不安,,bù ān,unpeaceful; unstable; uneasy; disturbed; restless; worried,3
不必,,bù bì,need not; does not have to; not necessarily,3
不得不,,bù dé bù,have no choice or option but to; cannot but; have to; can't help it; can't avoid,3
不断,,bù duàn,unceasing; uninterrupted; continuous; constant,3
不光,,bù guāng,not the only one; not only,3
不仅,,bù jǐn,"not just; not limited to; (as a correlative conjunction) not only (..., but also ...)",3
不论,,bù lùn,"whatever; no matter what (who, how etc); regardless of; not to discuss",3
布,,bù,variant of 布; to announce; to spread,3
步,,Bù,surname Bu,3
部,,bù,"ministry; department; section; part; division; troops; board; classifier for works of literature, films, machines etc",3
部门,,bù mén,department; branch; section; division,3
部长,,bù zhǎng,head of a (government etc) department; section chief; section head; secretary; minister,3
才能,,cái néng,talent; ability; capacity,3
采取,,cǎi qǔ,"to adopt or carry out (measures, policies, course of action); to take",3
采用,,cǎi yòng,to adopt; to employ; to use,3
彩色,,cǎi sè,color; multicolored,3
曾经,,céng jīng,once; already; former; previously; ever; (past tense marker used before verb or clause),3
产生,,chǎn shēng,to arise; to come into being; to come about; to give rise to; to bring into being; to bring about; to produce; to engender; to generate,3
厂,,hǎn,"""cliff"" radical in Chinese characters (Kangxi radical 27), occurring in 原, 历, 压 etc",3
场合,,chǎng hé,situation; occasion; context; setting; location; venue,3
场所,,chǎng suǒ,location; place,3
超级,,chāo jí,super-; ultra-; hyper-,3
朝,,Cháo,abbr. for 朝鲜 Korea,3
吵,,chǎo,to quarrel; to make a noise; noisy; to disturb by making a noise,3
吵架,,chǎo jià,to quarrel; to have a row; quarrel,3
衬衫,,chèn shān,shirt; blouse,3
衬衣,,chèn yī,shirt,3
称为,,chēng wéi,"to be called; to be known as; to call it ""...""",3
成功,,Chéng gōng,"Chenggong or Chengkung town in Taitung County 台东县, southeast Taiwan",3
成果,,chéng guǒ,result; achievement; gain; profit,3
成就,,chéng jiù,accomplishment; success; achievement; to achieve (a result); to create; to bring about,3
成立,,chéng lì,to establish; to set up; to be tenable; to hold water,3
成熟,,chéng shú,mature; ripe; to mature; to ripen; Taiwan pr. [chéng shóu],3
成员,,chéng yuán,member,3
成长,,chéng zhǎng,to mature; to grow; growth,3
城,,chéng,city walls; city; town,3
城市,,chéng shì,city; town,3
程度,,chéng dù,degree; level; extent,3
持续,,chí xù,to continue; to persist; to last; sustainable; preservation,3
充满,,chōng mǎn,full of; brimming with; very full; permeated,3
初,,chū,at first; (at the) beginning; first; junior; basic,3
初步,,chū bù,initial; preliminary; tentative,3
初级,,chū jí,junior; primary,3
初一,,chū yī,first day of lunar month; New Year's Day; first year in junior middle school,3
初中,,chū zhōng,junior high school (abbr. for 初级中学),3
除了,,chú le,besides; apart from (... also...); in addition to; except (for),3
处理,,chǔ lǐ,to handle; to deal with; to punish; to treat sth by a special process; to process; to sell at reduced prices,3
传,,chuán,to pass on; to spread; to transmit; to infect; to transfer; to circulate; to conduct (electricity),3
传播,,chuán bō,to disseminate; to propagate; to spread,3
传来,,chuán lái,(of a sound) to come through; to be heard; (of news) to arrive,3
传说,,chuán shuō,legend; folk tale; to repeat from mouth to mouth; they say that...,3
创新,,chuàng xīn,to bring forth new ideas; to blaze new trails; innovation,3
创业,,chuàng yè,to begin an undertaking; to start a major task; to initiate; to venture; venture; entrepreneurship,3
创造,,chuàng zào,to create; to bring about; to produce; to set (a record),3
创作,,chuàng zuò,to create; to produce; to write; creative work; creation,3
从来,,cóng lái,always; at all times; never (if used in negative sentence),3
从前,,cóng qián,previously; formerly; once upon a time,3
从事,,cóng shì,to go for; to engage in; to undertake; to deal with; to handle; to do,3
村,,cūn,village,3
存,,cún,to exist; to deposit; to store; to keep; to survive,3
存在,,cún zài,to exist; to be; existence,3
错误,,cuò wù,mistaken; false; wrong; error; mistake,3
达到,,dá dào,to reach; to achieve; to attain,3
打破,,dǎ pò,to break; to smash,3
打听,,dǎ ting,to ask about; to make some inquiries; to ask around,3
大夫,,dà fū,senior official (in imperial China),3
大概,,dà gài,roughly; probably; rough; approximate; about; general idea,3
大使馆,,dà shǐ guǎn,embassy,3
大约,,dà yuē,approximately; probably,3
代,,dài,to substitute; to act on behalf of others; to replace; generation; dynasty; age; period; (historical) era; (geological) eon,3
代表,,dài biǎo,representative; delegate; to represent; to stand for; on behalf of; in the name of,3
代表团,,dài biǎo tuán,delegation,3
带动,,dài dòng,to spur; to provide impetus; to drive,3
带领,,dài lǐng,to guide; to lead,3
单元,,dān yuán,unit (forming an entity); element; (in a residential building) entrance or staircase,3
当初,,dāng chū,at that time; originally,3
当地,,dāng dì,local,3
当然,,dāng rán,only natural; as it should be; certainly; of course; without doubt,3
当中,,dāng zhōng,among; in the middle; in the center,3
刀,,Dāo,surname Dao,3
导演,,dǎo yǎn,to direct; director (film etc),3
到达,,dào dá,to reach; to arrive,3
到底,,dào dǐ,finally; in the end; when all is said and done; after all; to the end; to the last,3
地区,,dì qū,"local; regional; district (not necessarily formal administrative unit); region; area; as suffix to city name, means prefecture or county (area administered by a prefecture-level city or, county-level city)",3
得分,,dé fēn,to score,3
等待,,děng dài,to wait; to wait for,3
底下,,dǐ xia,the location below sth; afterwards,3
电视剧,,diàn shì jù,TV series; TV drama,3
电视台,,diàn shì tái,television station,3
电台,,diàn tái,transmitter-receiver; broadcasting station; radio station,3
电子邮件,,diàn zǐ yóu jiàn,email,3
调,,diào,to transfer; to move (troops or cadres); to investigate; to enquire into; accent; view; argument; key (in music); mode (music); tune; tone; melody,3
调查,,diào chá,investigation; inquiry; to investigate; to survey; survey; (opinion) poll,3
调整,,tiáo zhěng,to adjust; adjustment; revision,3
订,,dìng,to agree; to conclude; to draw up; to subscribe to (a newspaper etc); to order,3
定期,,dìng qī,at set dates; at regular intervals; periodic; limited to a fixed period of time; fixed term,3
东部,,dōng bù,the east; eastern part,3
动力,,dòng lì,motive power; force; (fig.) motivation; impetus,3
动人,,dòng rén,touching; moving,3
读者,,dú zhě,reader,3
短处,,duǎn chù,shortcoming; defect; fault; one's weak points,3
短裤,,duǎn kù,short pants; shorts,3
短期,,duǎn qī,short term; short-term,3
断,,duàn,to break; to snap; to cut off; to give up or abstain from sth; to judge; (usu. used in the negative) absolutely; definitely; decidedly,3
队员,,duì yuán,team member,3
对待,,duì dài,to treat; treatment,3
对方,,duì fāng,the other person; the other side; the other party,3
对手,,duì shǒu,opponent; rival; competitor; (well-matched) adversary; match,3
对象,,duì xiàng,target; object; partner; boyfriend; girlfriend,3
顿,,dùn,"to stop; to pause; to arrange; to lay out; to kowtow; to stamp (one's foot); at once; classifier for meals, beatings, scoldings etc: time, bout, spell, meal",3
发表,,fā biǎo,to issue; to publish,3
发出,,fā chū,"to issue (an order, decree etc); to send out; to dispatch; to produce (a sound); to let out (a laugh)",3
发达,,fā dá,well-developed; flourishing; to develop; to promote; to expand; (literary) to achieve fame and fortune; to prosper,3
发动,,fā dòng,to start; to launch; to unleash; to mobilize; to arouse,3
发明,,fā míng,to invent; an invention,3
发生,,fā shēng,to happen; to occur; to take place; to break out,3
发送,,fā sòng,to transmit; to dispatch; to issue (an official document or credential),3
发言,,fā yán,to make a speech; statement; utterance,3
发展,,fā zhǎn,development; growth; to develop; to grow; to expand,3
反对,,fǎn duì,to oppose; to be against; to object to,3
反复,,fǎn fù,variant of 反复,3
反应,,fǎn yìng,to react; to respond; reaction; response; reply; chemical reaction,3
反正,,fǎn zhèng,anyway; in any case; to come over from the enemy's side,3
范围,,fàn wéi,range; scope; limit; extent,3
方式,,fāng shì,way; manner; style; mode; pattern,3
防,,fáng,to protect; to defend; to guard against; to prevent,3
防止,,fáng zhǐ,to prevent; to guard against; to take precautions,3
房东,,fáng dōng,landlord,3
房屋,,fáng wū,house; building,3
房租,,fáng zū,rent for a room or house,3
访问,,fǎng wèn,to visit; to call on; to interview,3
放到,,fàng dào,Put in,3
飞行,,fēi xíng,(of planes etc) to fly; flying; flight; aviation,3
费,,Fèi,surname Fei,3
费用,,fèi yòng,cost; expenditure; expense,3
分别,,fēn bié,to part; to leave each other; to distinguish; to tell apart; difference; distinction; in different ways; differently; separately; individually,3
分配,,fēn pèi,to distribute; to assign; to allocate; to partition (a hard drive),3
分组,,fēn zǔ,to divide into groups; group (formed from a larger group); subgroup; (computer networking) packet,3
丰富,,fēng fù,to enrich; rich; plentiful; abundant,3
风险,,fēng xiǎn,risk; hazard,3
否定,,fǒu dìng,to negate; to deny; to reject; negative (answer); negation,3
否认,,fǒu rèn,to declare to be untrue; to deny,3
服务员,,fú wù yuán,waiter; waitress; attendant; customer service personnel,3
服装,,fú zhuāng,dress; clothing; costume; clothes,3
福,,Fú,surname Fu; abbr. for Fujian province 省,3
父母,,fù mǔ,father and mother; parents,3
父亲,,fù qīn,father; also pr. [fù qin],3
付,,Fù,surname Fu,3
负责,,fù zé,to be in charge of; to take responsibility for; to be to blame; conscientious,3
复印,,fù yìn,to photocopy; to duplicate a document,3
复杂,,fù zá,complicated; complex,3
富,,Fù,surname Fu,3
改进,,gǎi jìn,to improve; to make better; improvement,3
改造,,gǎi zào,to transform; to reform; to remodel; to remold,3
概念,,gài niàn,concept; idea,3
赶,,gǎn,to overtake; to catch up with; to hurry; to rush; to try to catch (the bus etc); to drive (cattle etc) forward; to drive (sb) away; to avail oneself of (an opportunity); until; by (a certain time),3
赶到,,gǎn dào,to hurry (to some place),3
赶紧,,gǎn jǐn,hurriedly; without delay,3
赶快,,gǎn kuài,quickly; at once,3
敢,,gǎn,to dare; daring; (polite) may I venture,3
感冒,,gǎn mào,to catch cold; (common) cold; (coll.) to be interested in (often used in the negative); (Tw) to detest; can't stand,3
感情,,gǎn qíng,emotion; sentiment; affection; feelings between two persons,3
感受,,gǎn shòu,to sense; perception; to feel (through the senses); to experience; a feeling; an impression; an experience,3
干吗,,gàn má,see 干嘛,3
高速,,gāo sù,high speed; expressway (abbr. for 路),3
高速公路,,gāo sù gōng lù,expressway; highway; freeway,3
告别,,gào bié,to leave; to part from; to bid farewell to; to say goodbye to,3
歌迷,,gē mí,fan of a singer,3
歌声,,gē shēng,singing voice; fig. original voice of a poet,3
歌手,,gē shǒu,singer,3
个人,,gè rén,individual; personal; oneself,3
个性,,gè xìng,individuality; personality,3
各,,gè,each; every,3
各地,,gè dì,in all parts of (a country); various regions,3
各位,,gè wèi,"everybody; all (guests, colleagues etc); all of you",3
各种,,gè zhǒng,every kind of; all kinds of; various,3
各自,,gè zì,each; respective; apiece,3
根本,,gēn běn,fundamental; basic; root; simply; absolutely (not); (not) at all,3
更加,,gèng jiā,more (than sth else); even more,3
工厂,,gōng chǎng,factory,3
工程师,,gōng chéng shī,engineer,3
工夫,,gōng fū,(old) laborer,3
工具,,gōng jù,tool; instrument; utensil; means (to achieve a goal etc),3
工业,,gōng yè,industry,3
工资,,gōng zī,wages; pay,3
公布,,gōng bù,to announce; to make public; to publish,3
公共,,gōng gòng,public; common; communal,3
公开,,gōng kāi,open; overt; public; to make public; to release,3
公民,,gōng mín,citizen,3
公务员,,gōng wù yuán,functionary; office-bearer,3
功夫,,gōng fu,skill; art; kung fu; labor; effort,3
功课,,gōng kè,homework; assignment; task; classwork; lesson; study,3
功能,,gōng néng,function; capability,3
共同,,gòng tóng,common; joint; jointly; together; collaborative,3
共有,,gòng yǒu,to have altogether; in all,3
姑娘,,gū niang,girl; young woman; young lady; daughter; paternal aunt (old),3
古,,Gǔ,surname Gu,3
古代,,gǔ dài,ancient times,3
故乡,,gù xiāng,home; homeland; native place,3
挂,,guà,to hang or suspend (from a hook etc); to hang up (the phone); (of a line) to be dead; to be worried or concerned; to make a phone call (dialect); to register or record; classifier for sets or clusters of objects; (slang) to kill; to die; to be finished; to fail (an exam),3
关系,,guān xi,relation; relationship; to concern; to affect; to have to do with; guanxi,3
关注,,guān zhù,to pay attention to; to follow sth closely; to follow (on social media); concern; interest; attention,3
观察,,guān chá,to observe; to watch; to survey,3
观看,,guān kàn,to watch; to view,3
观念,,guān niàn,notion; thought; concept; sense; views; ideology; general impressions,3
观众,,guān zhòng,spectators; audience; visitors (to an exhibition etc),3
管,,guǎn,variant of 管,3
管理,,guǎn lǐ,to supervise; to manage; to administer; management; administration,3
光,,guāng,light; ray; bright; shiny; only; merely; used up; finished; to leave (a part of the body) uncovered,3
光明,,guāng míng,light; radiance; (fig.) bright (prospects etc); openhearted,3
广播,,guǎng bō,broadcast; broadcasting; to broadcast; (formal) to propagate; to publicize,3
广大,,guǎng dà,(of an area) vast or extensive; large-scale; widespread; (of people) numerous,3
规定,,guī dìng,to stipulate; to specify; to prescribe; to fix (a price); to set (a quota); regulations; rules; provisions; stipulations,3
规范,,guī fàn,norm; standard; specification; regulation; rule; within the rules; to fix rules; to regulate; to specify,3
国内,,guó nèi,domestic; internal (to a country); civil,3
国庆,,Guó qìng,National Day,3
果然,,guǒ rán,really; sure enough; as expected; if indeed,3
果汁,,guǒ zhī,fruit juice,3
过程,,guò chéng,course of events; process,3
哈哈,,hā hā,(onom.) laughing out loud,3
海关,,hǎi guān,customs (i.e. border crossing inspection),3
害怕,,hài pà,to be afraid; to be scared,3
好好,,hǎo hǎo,well; carefully; nicely; properly,3
好奇,,hào qí,inquisitive; curious; inquisitiveness; curiosity,3
合,,gě,"100 ml; one-tenth of a peck; measure for dry grain equal to one-tenth of sheng 升 or liter, or one-hundredth dou 斗",3
合法,,hé fǎ,lawful; legitimate; legal,3
合格,,hé gé,to meet the standard required; qualified; eligible (voter etc),3
合理,,hé lǐ,rational; reasonable; sensible; fair,3
合作,,hé zuò,to cooperate; to collaborate; to work together; cooperation,3
和平,,Hé píng,"Heping District of Shenyang city 沈阳市, Liaoning; Heping or Hoping Township in Taichung County 台中县, Taiwan",3
红茶,,hóng chá,black tea,3
红酒,,hóng jiǔ,red wine,3
后果,,hòu guǒ,consequences; aftermath,3
后面,,hòu mian,the back; the rear; the last bit; behind; near the end; at the back; later; afterwards,3
后年,,hòu nián,the year after next,3
互联网,,Hù lián wǎng,Internet,3
互相,,hù xiāng,each other; mutually; mutual,3
华人,,Huá rén,ethnic Chinese person or people,3
化,,huā,variant of 花,3
划船,,huá chuán,to row a boat; rowing boat; rowing (sport),3
话剧,,huà jù,stage play; modern drama,3
话题,,huà tí,subject (of a talk or conversation); topic,3
环,,Huán,surname Huan,3
环保,,huán bǎo,environmental protection; environmentally friendly; abbr. for 环境保护,3
环境,,huán jìng,environment; circumstances; surroundings; ambient,3
欢乐,,huān lè,gaiety; gladness; glee; merriment; pleasure; happy; joyous; gay,3
会议,,huì yì,meeting; conference,3
会员,,huì yuán,member,3
活,,huó,to live; alive; living; work; workmanship,3
火,,Huǒ,surname Huo,3
机器,,jī qì,machine,3
积极,,jī jí,active; energetic; vigorous; positive (outlook); proactive,3
积极性,,jī jí xìng,zeal; initiative; enthusiasm; activity,3
基本,,jī běn,basic; fundamental; main; elementary,3
基本上,,jī běn shang,basically; on the whole,3
基础,,jī chǔ,base; foundation; basis; basic; fundamental,3
及时,,jí shí,timely; at the right time; promptly; without delay,3
极了,,jí le,extremely; exceedingly,3
集体,,jí tǐ,collective (decision); joint (effort); a group; a team; en masse; as a group,3
集中,,jí zhōng,to concentrate; to centralize; to focus; centralized; concentrated; to put together,3
计算,,jì suàn,to count; to calculate; to compute,3
记录,,jì lù,to record; record (written account); note-taker; record (in sports etc),3
记者,,jì zhě,reporter; journalist,3
纪录,,jì lù,"variant of 记录 (but in Taiwan, not for the verb sense ""to record"")",3
纪念,,jì niàn,to commemorate; to honor the memory of; memento; keepsake; souvenir,3
技术,,jì shù,technology; technique; skill,3
继续,,jì xù,to continue; to proceed with; to go on with,3
加工,,jiā gōng,to process; processing; working (of machinery),3
加快,,jiā kuài,to accelerate; to speed up,3
加强,,jiā qiáng,to reinforce; to strengthen; to enhance,3
家具,,jiā jù,furniture,3
家属,,jiā shǔ,family member; (family) dependent,3
家乡,,jiā xiāng,hometown; native place,3
价格,,jià gé,price,3
价钱,,jià qian,price,3
价值,,jià zhí,"value; worth; fig. values (ethical, cultural etc)",3
架,,jià,"to support; frame; rack; framework; classifier for planes, large vehicles, radios etc",3
坚持,,jiān chí,to persevere with; to persist in; to insist on,3
坚决,,jiān jué,firm; resolute; determined,3
坚强,,jiān qiáng,staunch; strong,3
简单,,jiǎn dān,simple; not complicated,3
简直,,jiǎn zhí,simply; really,3
建,,jiàn,to establish; to found; to set up; to build; to construct,3
建成,,jiàn chéng,to establish; to build,3
建立,,jiàn lì,to establish; to set up; to found,3
建设,,jiàn shè,to build; to construct; to establish; to develop; to institute,3
建议,,jiàn yì,to propose; to suggest; to recommend; proposal; suggestion; recommendation,3
将近,,jiāng jìn,almost; nearly; close to,3
将来,,jiāng lái,in the future; future; the future,3
交费,,jiāo fèi,to pay a fee,3
交警,,jiāo jǐng,traffic police (abbr. for 察),3
交流,,jiāo liú,to exchange; exchange; communication; interaction; to have social contact (with sb),3
交往,,jiāo wǎng,to associate (with); to have contact (with); to hang out (with); to date; (interpersonal) relationship; association; contact,3
交易,,jiāo yì,to deal; to trade; to transact; transaction; deal,3
较,,jiào,to compare; to dispute; compared to; (before adj.) relatively; comparatively; rather; also pr. [jiǎo],3
教材,,jiào cái,teaching material,3
教练,,jiào liàn,instructor; sports coach; trainer,3
接待,,jiē dài,to receive (a visitor); to admit (allow sb to enter),3
接近,,jiē jìn,to approach; to get close to,3
节约,,jié yuē,to economize; to conserve (resources); economy; frugal,3
结合,,jié hé,to combine; to link; to integrate; binding,3
结婚,,jié hūn,to marry; to get married,3
结实,,jiē shí,to bear fruit,3
结束,,jié shù,termination; to finish; to end; to conclude; to close,3
解决,,jiě jué,"to solve; to resolve; to settle (a problem); to eliminate; to wipe out (an enemy, bandits etc)",3
解开,,jiě kāi,to untie; to undo; to solve (a mystery),3
金,,Jīn,surname Jin; surname Kim (Korean); Jurchen Jin dynasty (1115-1234),3
金牌,,jīn pái,gold medal,3
仅,,jǐn,barely; only; merely,3
仅仅,,jǐn jǐn,barely; only; merely; only (this and nothing more),3
尽量,,jǐn liàng,as much as possible; to the greatest extent,3
紧,,jǐn,tight; strict; close at hand; near; urgent; tense; hard up; short of money; to tighten,3
紧急,,jǐn jí,urgent; emergency,3
紧张,,jǐn zhāng,nervous; keyed up; intense; tense; strained; in short supply; scarce,3
近期,,jìn qī,near in time; in the near future; very soon; recent,3
进步,,jìn bù,progress; improvement; to improve; to progress,3
进一步,,jìn yī bù,"to go a step further; (develop, understand, improve etc) more; further",3
进展,,jìn zhǎn,to make headway; to make progress,3
京剧,,Jīng jù,Beijing opera,3
经济,,jīng jì,economy; economic,3
经历,,jīng lì,experience; to experience; to go through,3
经验,,jīng yàn,experience; to experience,3
经营,,jīng yíng,to engage in (business etc); to run; to operate,3
精彩,,jīng cǎi,wonderful; marvelous; brilliant,3
精神,,jīng shén,spirit; mind; consciousness; thought; mental; psychological; essence; gist,3
景色,,jǐng sè,scenery; scene; landscape; view,3
警察,,jǐng chá,police; police officer,3
静,,jìng,still; calm; quiet; not moving,3
久,,jiǔ,(long) time; (long) duration of time,3
旧,,jiù,old; opposite: new 新; former; worn (with age),3
救,,jiù,variant of 救,3
就是,,jiù shì,exactly; precisely; only; simply; just; (used correlatively with 也) even; even if,3
就业,,jiù yè,to get a job; employment,3
举办,,jǔ bàn,to conduct; to hold,3
具体,,jù tǐ,concrete; definite; specific,3
具有,,jù yǒu,to have; to possess,3
剧场,,jù chǎng,theater,3
据说,,jù shuō,it is said that; reportedly,3
决定,,jué dìng,to decide (to do something); to resolve; decision; certainly,3
决赛,,jué sài,finals (of a competition),3
决心,,jué xīn,determination; resolution; determined; firm and resolute; to make up one's mind,3
绝对,,jué duì,absolute; unconditional,3
咖啡,,kā fēi,coffee (loanword),3
开发,,kāi fā,to exploit (a resource); to open up (for development); to develop,3
开放,,kāi fàng,to bloom; to open; to be open (to the public); to open up (to the outside); to be open-minded; unrestrained by convention; unconstrained in one's sexuality,3
开始,,kāi shǐ,to begin; beginning; to start; initial,3
开业,,kāi yè,to open a business; to open a practice; open (for business),3
开展,,kāi zhǎn,to launch; to develop; to unfold; (of an exhibition etc) to open,3
看起来,,kàn qǐ lai,seemingly; apparently; looks as if; appear to be; gives the impression that; seems on the face of it to be,3
看上去,,kàn shang qu,it would appear; it seems (that),3
考验,,kǎo yàn,to test; to put to the test; trial; ordeal,3
科技,,kē jì,science and technology,3
可靠,,kě kào,reliable,3
可乐,,kě lè,amusing; entertaining; (loanword) cola,3
克服,,kè fú,(try to) overcome (hardships etc); to conquer; to put up with; to endure,3
客观,,kè guān,objective; impartial,3
课程,,kè chéng,course; academic program,3
空,,kōng,empty; air; sky; in vain,3
空调,,kōng tiáo,air conditioning; air conditioner (including units that have a heating mode),3
空儿,,kòng r,spare time; free time,3
恐怕,,kǒng pà,fear; to dread; I'm afraid that...; perhaps; maybe,3
裤子,,kù zi,"variant of 裤子, trousers; pants",3
快速,,kuài sù,fast; high-speed; rapid,3
困,,kùn,to trap; to surround; hard-pressed; stranded; destitute,3
困难,,kùn nan,difficult; challenging; straitened circumstances; difficult situation,3
浪费,,làng fèi,to waste; to squander,3
老百姓,,lǎo bǎi xìng,"ordinary people; the ""person in the street""",3
老板,,lǎo bǎn,variant of 老板,3
老太太,,lǎo tài tai,elderly lady (respectful); esteemed mother,3
老头儿,,lǎo tóu r,see 老头子,3
乐,,Lè,surname Le,3
乐队,,yuè duì,band; pop group,3
乐观,,lè guān,optimistic; hopeful,3
类,,lèi,kind; type; class; category; similar; like; to resemble,3
类似,,lèi sì,similar; analogous,3
离婚,,lí hūn,to divorce,3
里面,,lǐ miàn,inside; interior; also pr. [lǐ mian],3
理发,,lǐ fà,to get a haircut; to have one's hair done; to cut (sb's) hair; to give (sb) a haircut,3
理解,,lǐ jiě,to comprehend; to understand,3
理论,,lǐ lùn,theory; to argue; to take notice of,3
理由,,lǐ yóu,reason; grounds; justification,3
力,,Lì,surname Li,3
力量,,lì liang,power; force; strength,3
立刻,,lì kè,forthwith; immediate; prompt; promptly; straightway; thereupon; at once,3
利用,,lì yòng,to exploit; to make use of; to use; to take advantage of; to utilize,3
连,,Lián,surname Lian,3
连忙,,lián máng,promptly; at once,3
连续,,lián xù,continuous; in a row; serial; consecutive,3
连续剧,,lián xù jù,serialized drama; dramatic series; show in parts,3
联合,,lián hé,to combine; to join; unite; alliance,3
联合国,,Lián hé guó,United Nations,3
联系,,lián xì,variant of 联系,3
凉水,,liáng shuǐ,cool water; unboiled water,3
领,,lǐng,"neck; collar; to lead; to receive; classifier for clothes, mats, screens etc",3
领导,,lǐng dǎo,lead; leading; to lead; leadership; leader,3
领先,,lǐng xiān,to lead; to be in front,3
另外,,lìng wài,additional; in addition; besides; separate; other; moreover; furthermore,3
另一方面,,lìng yī fāng miàn,on the other hand; another aspect,3
留学,,liú xué,to study abroad,3
龙,,Lóng,surname Long,3
录,,lù,to carve wood,3
录音,,lù yīn,to record (sound); sound recording,3
路线,,lù xiàn,itinerary; route; political line (e.g. right revisionist road),3
旅馆,,lu:3 guǎn,hotel,3
旅行社,,lu:3 xíng shè,travel agency,3
绿茶,,lu:4 chá,green tea; (slang) (of a girl) seemingly innocent and charming but actually calculating and manipulative; a girl who has these qualities,3
乱,,luàn,in confusion or disorder; in a confused state of mind; disorder; upheaval; riot; illicit sexual relations; to throw into disorder; to mix up; indiscriminate; random; arbitrary,3
落后,,luò hòu,to fall behind; to lag (in technology etc); backward; to retrogress,3
麻烦,,má fan,trouble; inconvenience; inconvenient; troublesome; annoying; to bother sb; to put sb to trouble,3
马,,Mǎ,surname Ma; abbr. for Malaysia 马来西亚,3
满足,,mǎn zú,to satisfy; to meet (the needs of); satisfied; content,3
慢慢,,màn màn,slowly,3
毛病,,máo bìng,fault; defect; shortcomings; ailment,3
没用,,méi yòng,useless,3
媒体,,méi tǐ,"media, esp. news media",3
每,,měi,each; every,3
美,,Měi,(bound form) the Americas (abbr. for 洲); (bound form) USA (abbr. for 美国),3
美好,,měi hǎo,beautiful; fine,3
美丽,,měi lì,beautiful,3
美食,,měi shí,culinary delicacy; fine food; gourmet food,3
美术,,měi shù,art; fine arts; painting,3
美元,,Měi yuán,American dollar; US dollar,3
迷,,mí,to bewilder; crazy about; fan; enthusiast; lost; confused,3
面对,,miàn duì,to face; to confront,3
面积,,miàn jī,"area (of a floor, piece of land etc); surface area; tract of land",3
民间,,mín jiān,among the people; popular; folk; non-governmental; involving people rather than governments,3
民族,,mín zú,nationality; ethnic group,3
明确,,míng què,clear-cut; definite; explicit; to clarify; to specify; to make definite,3
明显,,míng xiǎn,clear; distinct; obvious,3
命运,,mìng yùn,fate; destiny,3
某,,mǒu,some; a certain; sb or sth indefinite; such-and-such,3
母亲,,mǔ qīn,mother; also pr. [mǔ qin],3
木头,,mù tou,"slow-witted; blockhead; log (of wood, timber etc)",3
目标,,mù biāo,target; goal; objective,3
目前,,mù qián,at the present time; currently,3
奶茶,,nǎi chá,milk tea,3
男子,,nán zǐ,a man; a male,3
南部,,nán bù,southern part,3
难道,,nán dào,don't tell me ...; could it be that...?,3
